,Naam,name_in_all_elections,name_in_elected_people,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel,totaal aantal stemmen,hoeveelste_in_verkiezing,gewonnen,marginal_winner,marginal_loser,margin,consequential_election,hoelang_tussen_1_en_2,hoelang_tussen_1_en_laatst,hoeveel_distr_deze_verk,hoeveelste_keer_prob,hoeveelste_keer_prob_alg,hoeveelste_keer_gewonnen,hoeveelste_keer_gewonnen_alg,hoeveelste_keer_gewonnen_tweedeproxy,hoevaak_gewonnen_alltime,hoevaak_gewonnen_verleden,hoevaak_gewonnen_toekomst,name_politician_data,b1-nummer,naam,deflated_wealth,verk_2_gewonnen,verk_3_gewonnen,verk_4_gewonnen,verk_5_gewonnen,verk_6_gewonnen,verk_7_gewonnen,verk_8_gewonnen,verk_9_gewonnen,verk_10_gewonnen
6439,dr. J.T. de Visser,dr. J.T. de Visser,J.T. de Visser,CHK,671.0,25.45%,Rotterdam I,1897-06-15,algemeen,3208,-,2673,2637,36,1.0,1319,2637.0,2,0,0,1,-0.14979142965491088,0,1463 days 00:00:00,7304 days,7,7,7,,,0,7,0,7,J.Th. de Visser,01446,J.Th. de Visser,27430.294300578036,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
6440,T. Tromp,,,AR(VA),516.0,19.57%,Rotterdam I,1897-06-15,algemeen,3208,-,2673,2637,36,1.0,1319,2637.0,3,0,0,0,-0.20857034508911643,0,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
6441,mr. J. Maschek,,,Ka,314.0,11.91%,Rotterdam I,1897-06-15,algemeen,3208,-,2673,2637,36,1.0,1319,2637.0,4,0,0,0,-0.28517254455821006,0,1764 days 00:00:00,3398 days,2,5,4,,,0,0,0,0,,,,,,,,,,,,,
6442,L. Goudswaard,,,SDAP,70.0,2.65%,Rotterdam I,1897-06-15,algemeen,3208,-,2673,2637,36,1.0,1319,2637.0,5,0,0,0,-0.37770193401592717,0,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
6443,dr. J.T. de Visser,dr. J.T. de Visser,J.T. de Visser,CHK(Ka/AR),1460.0,52.94%,Rotterdam I,1897-06-25,herstemming,3208,-,2777,2758,19,1.0,1379,2758.0,1,1,1,0,0.05873821609862219,1,1463 days 00:00:00,7304 days,1,8,7,1,0,1,7,0,6,J.Th. de Visser,01446,J.Th. de Visser,27430.294300578036,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
6444,dr. R.P. Mees R.Az.,dr. R.P. Mees R.Az.,R.P.  Mees R.Az.,Lib,1298.0,47.06%,Rotterdam I,1897-06-25,herstemming,3208,-,2777,2758,19,1.0,1379,2758.0,2,0,0,1,-0.05873821609862219,1,616 days 00:00:00,10131 days,1,13,11,,,0,13,11,2,R.P.  Mees,00889,R.P.  Mees,318232.4003098661,0.0,,,,,,,,
6445,mr. D. Fock,mr. D. Fock,D.  Fock,Lib(VL),1155.0,41.37%,Rotterdam I,1901-06-14,algemeen,3844,-,2823,2792,31,1.0,1396,2792.0,1,1,1,0,0.04727793696275072,0,1459 days 00:00:00,5845 days,1,1,1,1,1,0,4,0,4,D.  Fock,00410,D.  Fock,289254.1626433797,0.0,1.0,0.0,0.0,,,,,
6446,dr. J.T. de Visser,dr. J.T. de Visser,J.T. de Visser,CHK(AR),1023.0,36.64%,Rotterdam I,1901-06-14,algemeen,3844,-,2823,2792,31,1.0,1396,2792.0,2,0,0,1,-0.04727793696275072,0,1463 days 00:00:00,7304 days,3,11,10,,,0,7,1,6,J.Th. de Visser,01446,J.Th. de Visser,27430.294300578036,0.0,0.0,2.0,1.0,2.0,0.0,0.0,,
6447,J.P. van Term,,,Ka,366.0,13.11%,Rotterdam I,1901-06-14,algemeen,3844,-,2823,2792,31,1.0,1396,2792.0,3,0,0,0,-0.2825931232091691,0,1546 days 00:00:00,1553 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
6448,L.M. Hermans,,,SDAP,248.0,8.88%,Rotterdam I,1901-06-14,algemeen,3844,-,2823,2792,31,1.0,1396,2792.0,4,0,0,0,-0.3248567335243553,0,1467 days 00:00:00,5656 days,2,2,2,,,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6449,mr. D. Fock,mr. D. Fock,D.  Fock,Lib(VL/VD/SDAP),1569.0,52.95%,Rotterdam I,1901-06-27,herstemming,3844,-,2990,2963,27,1.0,1482,2963.0,1,1,1,0,0.0590617617279784,1,1459 days 00:00:00,5845 days,1,2,1,2,1,1,4,0,3,D.  Fock,00410,D.  Fock,289254.1626433797,0.0,1.0,0.0,0.0,,,,,
6450,dr. J.T. de Visser,dr. J.T. de Visser,J.T. de Visser,,1394.0,47.05%,Rotterdam I,1901-06-27,herstemming,3844,-,2990,2963,27,1.0,1482,2963.0,2,0,0,1,-0.0590617617279784,1,1463 days 00:00:00,7304 days,2,13,10,,,1,7,1,5,J.Th. de Visser,01446,J.Th. de Visser,27430.294300578036,0.0,0.0,2.0,1.0,2.0,0.0,0.0,,
6451,J.W. Rudolph,,,AR(Ka/CHP),2782.0,43.64%,Rotterdam I,1905-06-16,algemeen,7357,-,6435,6375,60,1.0,3188,6375.0,1,1,1,0,0.05725490196078432,0,-2919 days +00:00:00,2931 days,1,3,2,1,1,0,0,0,0,,,,,0.0,,,,,,,,
6452,mr. D. Fock,mr. D. Fock,D.  Fock,Lib,2417.0,37.91%,Rotterdam I,1905-06-16,algemeen,7357,-,6435,6375,60,1.0,3188,6375.0,2,0,0,1,-0.05725490196078432,0,1459 days 00:00:00,5845 days,1,3,2,,,0,4,1,3,D.  Fock,00410,D.  Fock,289254.1626433797,0.0,1.0,0.0,,,,,,
6453,H. Spiekman,H. Spiekman,H.  Spiekman,SDAP,1176.0,18.45%,Rotterdam I,1905-06-16,algemeen,7357,-,6435,6375,60,1.0,3188,6375.0,3,0,0,0,-0.25192156862745096,0,496 days 00:00:00,4382 days,2,2,2,,,0,4,0,4,H.  Spiekman,01288,H.  Spiekman,12199.08671523245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6454,mr. D. Fock,mr. D. Fock,D.  Fock,Lib(VL/VD),3596.0,54.06%,Rotterdam I,1905-06-28,herstemming,7357,-,6690,6652,38,1.0,3326,6652.0,1,1,1,0,0.08117859290438965,1,1459 days 00:00:00,5845 days,1,4,2,3,1,1,4,1,2,D.  Fock,00410,D.  Fock,289254.1626433797,0.0,1.0,0.0,,,,,,
6455,J.W. Rudolph,,,AR(Ka/CHP),3056.0,45.94%,Rotterdam I,1905-06-28,herstemming,7357,-,6690,6652,38,1.0,3326,6652.0,2,0,0,1,-0.08117859290438965,1,-2919 days +00:00:00,2931 days,1,4,2,,,0,0,0,0,,,,,0.0,,,,,,,,
6456,mr. D.P.D. Fabius,,,AR(Ka/CHP),2331.0,40.54%,Rotterdam I,1905-09-07,tussentijds,7357,-,5790,5750,40,1.0,2875,5750.0,1,1,1,0,0.0751304347826087,0,3647 days 00:00:00,8857 days,1,12,11,1,1,0,0,0,0,,,,,,,,,,,,,
6457,S. van den Bergh jr.,S. van den Bergh jr.,S. van den Bergh jr.,Lib,1899.0,33.03%,Rotterdam I,1905-09-07,tussentijds,7357,-,5790,5750,40,1.0,2875,5750.0,2,0,0,1,-0.0751304347826087,0,,7 days,1,1,1,,,0,1,0,1,S. van den Bergh,00097,S. van den Bergh,,,,,,,,,,
6458,H. Spiekman,H. Spiekman,H.  Spiekman,SDAP,1520.0,26.43%,Rotterdam I,1905-09-07,tussentijds,7357,-,5790,5750,40,1.0,2875,5750.0,3,0,0,0,-0.14104347826086958,0,496 days 00:00:00,4382 days,1,3,3,,,0,4,0,4,H.  Spiekman,01288,H.  Spiekman,12199.08671523245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6459,S. van den Bergh jr.,S. van den Bergh jr.,S. van den Bergh jr.,Lib,2998.0,50.96%,Rotterdam I,1905-09-14,herstemming,7357,-,5928,5883,45,1.0,2942,5883.0,1,1,1,0,0.019207887132415433,1,,7 days,1,2,1,1,0,1,1,0,0,S. van den Bergh,00097,S. van den Bergh,,,,,,,,,,
6460,mr. D.P.D. Fabius,,,AR(Ka/CHP),2885.0,49.04%,Rotterdam I,1905-09-14,herstemming,7357,-,5928,5883,45,1.0,2942,5883.0,2,0,0,1,-0.019207887132415433,1,3647 days 00:00:00,8857 days,1,13,11,,,0,0,0,0,,,,,,,,,,,,,
6461,jhr.mr. D.J. de Geer,jhr.mr. D.J. de Geer,D.J. de Geer,CHU(Ka/AR),3341.0,43.83%,Rotterdam I,1909-06-11,algemeen,10111,-,7678,7623,55,1.0,3812,7623.0,1,1,1,0,0.15466351829988192,0,-611 days +00:00:00,3537 days,2,4,3,4,3,1,4,1,2,D.J. de Geer,00432,D.J. de Geer,,1.0,1.0,,,,,,,
6462,mr. H. Goeman Borgesius,mr. H. Goeman Borgesius,H.  Goeman Borgesius,Lib,2162.0,28.36%,Rotterdam I,1909-06-11,algemeen,10111,-,7678,7623,55,1.0,3812,7623.0,2,0,0,1,-0.15466351829988192,0,5845 days 00:00:00,13027 days,3,36,31,,,0,18,16,2,H.  Goeman Borgesius,00469,H.  Goeman Borgesius,160709.0670972835,1.0,1.0,1.0,,,,,,
6463,H. Spiekman,H. Spiekman,H.  Spiekman,SDAP,2120.0,27.81%,Rotterdam I,1909-06-11,algemeen,10111,-,7678,7623,55,1.0,3812,7623.0,3,0,0,0,-0.16017316017316016,0,496 days 00:00:00,4382 days,6,10,10,,,0,4,0,4,H.  Spiekman,01288,H.  Spiekman,12199.08671523245,0.0,0.0,0.0,0.0,1.0,,,,
6464,mr. H. Goeman Borgesius,mr. H. Goeman Borgesius,H.  Goeman Borgesius,Lib(VL/VD/SDAP),3911.0,50.35%,Rotterdam I,1909-06-23,herstemming,10111,-,7854,7767,87,1.0,3884,7767.0,1,1,1,0,0.0070812411484485645,1,5845 days 00:00:00,13027 days,1,37,31,18,12,1,18,16,1,H.  Goeman Borgesius,00469,H.  Goeman Borgesius,160709.0670972835,1.0,1.0,1.0,,,,,,
6465,jhr.mr. D.J. de Geer,jhr.mr. D.J. de Geer,D.J. de Geer,CHU(Ka/AR),3856.0,49.65%,Rotterdam I,1909-06-23,herstemming,10111,-,7854,7767,87,1.0,3884,7767.0,2,0,0,1,-0.0070812411484485645,1,-611 days +00:00:00,3537 days,1,5,3,,,0,4,2,2,D.J. de Geer,00432,D.J. de Geer,,1.0,1.0,,,,,,,
6466,H. Spiekman,H. Spiekman,H.  Spiekman,SDAP,3739.0,38.40%,Rotterdam I,1913-06-17,algemeen,12248,-,9858,9737,121,1.0,4869,9737.0,1,1,1,0,0.013761938995583855,0,496 days 00:00:00,4382 days,4,15,15,2,2,0,4,0,4,H.  Spiekman,01288,H.  Spiekman,12199.08671523245,1.0,,,,,,,,
6467,B.J. Gerretson,B.J. Gerretson,B.J.  Gerretson,CHU(Ka/AR),3605.0,37.02%,Rotterdam I,1913-06-17,algemeen,12248,-,9858,9737,121,1.0,4869,9737.0,2,0,0,1,-0.013761938995583855,0,45 days 00:00:00,1459 days,1,1,1,,,0,2,0,2,B.J.  Gerretson,00448,B.J.  Gerretson,-11047.416813927526,1.0,,,,,,,,
6468,mr. H. Goeman Borgesius,mr. H. Goeman Borgesius,H.  Goeman Borgesius,Lib,2246.0,23.07%,Rotterdam I,1913-06-17,algemeen,12248,-,9858,9737,121,1.0,4869,9737.0,3,0,0,0,-0.15333264865975146,0,5845 days 00:00:00,13027 days,3,40,34,,,1,18,17,0,H.  Goeman Borgesius,00469,H.  Goeman Borgesius,160709.0670972835,,,,,,,,,
6469,dr. E.A. Keuchenius,,,CS,109.0,1.12%,Rotterdam I,1913-06-17,algemeen,12248,-,9858,9737,121,1.0,4869,9737.0,4,0,0,0,-0.37280476532812984,0,0 days 00:00:00,0 days,4,4,4,,,0,0,0,0,,,,,,,,,,,,,
6470,D.J. Wijnkoop,,,SDP,38.0,0.39%,Rotterdam I,1913-06-17,algemeen,12248,-,9858,9737,121,1.0,4869,9737.0,5,0,0,0,-0.38009653897504364,0,-2926 days +00:00:00,2926 days,4,7,7,,,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6471,H. Spiekman,H. Spiekman,H.  Spiekman,SDAP(VL/Lib/VD),5576.0,55.19%,Rotterdam I,1913-06-25,herstemming,12248,-,10197,10104,93,1.0,5052,10104.0,1,1,1,0,0.10372129849564529,1,496 days 00:00:00,4382 days,3,18,15,5,2,3,4,0,1,H.  Spiekman,01288,H.  Spiekman,12199.08671523245,1.0,,,,,,,,
6472,B.J. Gerretson,B.J. Gerretson,B.J.  Gerretson,CHU(Ka/AR),4528.0,44.81%,Rotterdam I,1913-06-25,herstemming,12248,-,10197,10104,93,1.0,5052,10104.0,2,0,0,1,-0.10372129849564529,1,45 days 00:00:00,1459 days,1,2,1,,,0,2,0,2,B.J.  Gerretson,00448,B.J.  Gerretson,-11047.416813927526,1.0,,,,,,,,
6473,B.J. Gerretson,B.J. Gerretson,B.J.  Gerretson,CHU,3934.0,44.39%,Rotterdam I,1913-08-01,tussentijds,12248,-,8957,8862,95,1.0,4431,8862.0,1,1,1,0,0.158316407131573,0,45 days 00:00:00,1459 days,1,3,2,1,1,0,2,0,2,B.J.  Gerretson,00448,B.J.  Gerretson,-11047.416813927526,1.0,,,,,,,,
6474,A.B. de Zeeuw,A.B. de Zeeuw,A.B. de Zeeuw,SDAP,2531.0,28.56%,Rotterdam I,1913-08-01,tussentijds,12248,-,8957,8862,95,1.0,4431,8862.0,2,0,0,1,-0.158316407131573,0,1596 days 00:00:00,1648 days,1,2,2,,,0,1,0,1,A.B. de Zeeuw,01596,A.B. de Zeeuw,,,,,,,,,,
6475,D. de Klerk,D. de Klerk,D. de Klerk,Lib,2343.0,26.44%,Rotterdam I,1913-08-01,tussentijds,12248,-,8957,8862,95,1.0,4431,8862.0,3,0,0,0,-0.17953058000451366,0,0 days 00:00:00,7486 days,1,15,11,,,0,4,4,0,D. de Klerk,00704,D. de Klerk,,,,,,,,,,
6476,dr. W. van Ravesteijn jr.,,,SDP,54.0,0.61%,Rotterdam I,1913-08-01,tussentijds,12248,-,8957,8862,95,1.0,4431,8862.0,4,0,0,0,-0.4378244188670729,0,45 days 00:00:00,3108 days,1,5,5,,,0,0,0,0,,,,,0.0,0.0,0.0,,,,,,
6477,B.J. Gerretson,B.J. Gerretson,B.J.  Gerretson,CHU,4670.0,52.41%,Rotterdam I,1913-08-08,herstemming,12248,-,8973,8911,62,1.0,4456,8911.0,1,1,1,0,0.04814274492200651,1,45 days 00:00:00,1459 days,1,4,2,2,1,1,2,0,1,B.J.  Gerretson,00448,B.J.  Gerretson,-11047.416813927526,1.0,,,,,,,,
6478,A.B. de Zeeuw,A.B. de Zeeuw,A.B. de Zeeuw,SDAP,4241.0,47.59%,Rotterdam I,1913-08-08,herstemming,12248,-,8973,8911,62,1.0,4456,8911.0,2,0,0,1,-0.04814274492200651,1,1596 days 00:00:00,1648 days,1,3,2,,,0,1,0,1,A.B. de Zeeuw,01596,A.B. de Zeeuw,,,,,,,,,,
6479,B.J. Gerretson,B.J. Gerretson,B.J.  Gerretson,CHU,3764.0,80.53%,Rotterdam I,1917-06-15,algemeen,14867,-,4800,4674,126,1.0,2337,4674.0,1,1,1,0,0.6106118955926402,1,45 days 00:00:00,1459 days,1,5,3,3,2,1,2,1,0,B.J.  Gerretson,00448,B.J.  Gerretson,-11047.416813927526,,,,,,,,,
6480,J.W. Kruyt,,,CSt,910.0,19.47%,Rotterdam I,1917-06-15,algemeen,14867,-,4800,4674,126,1.0,2337,4674.0,2,0,0,1,-0.6106118955926402,1,0 days 00:00:00,0 days,3,3,3,,,0,0,0,0,,,,,,,,,,,,,
6481,A. van Rijckevorsel Hz.,A. van Rijckevorsel Hz.,A. van Rijckevorsel Hz.,,195.0,65.00%,Rotterdam II,1848-11-30,algemeen,339,300,300,300,0,1.0,150,284.0,1,1,1,0,0.5,1,0 days 00:00:00,0 days,3,3,3,1,1,1,1,0,0,A.B.G.M. van Rijckevorsel,01157,A.B.G.M. van Rijckevorsel,,,,,,,,,,
6482,M.A.F.H. Hoffman,M.A.F.H. Hoffman,M.A.F.H.  Hoffman,,53.0,17.67%,Rotterdam II,1848-11-30,algemeen,339,300,300,300,0,1.0,150,284.0,2,0,0,1,-0.5,1,-1659 days +00:00:00,8230 days,3,3,3,,,0,9,0,9,M.A.F.H.  Hoffmann,00589,M.A.F.H.  Hoffmann,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6483,E.P. de Monchy,E.P. de Monchy,E.P. de Monchy,,9.0,3.00%,Rotterdam II,1848-11-30,algemeen,339,300,300,300,0,1.0,150,284.0,3,0,0,0,-0.6549295774647887,1,0 days 00:00:00,0 days,2,2,2,,,1,1,0,0,E.P. de Monchy,00939,E.P. de Monchy,362823.4888592396,,,,,,,,,
6484,A. van Rijckevorsel,,,,9.0,3.00%,Rotterdam II,1848-11-30,algemeen,339,300,300,300,0,1.0,150,284.0,4,0,0,0,-0.6549295774647887,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
6485,J.H.C. van der Kun,,,,6.0,2.00%,Rotterdam II,1848-11-30,algemeen,339,300,300,300,0,1.0,150,284.0,5,0,0,0,-0.6654929577464789,1,8323 days 00:00:00,8958 days,2,2,2,,,0,0,0,0,,,,,0.0,0.0,,,,,,,
6486,mr. J.R. Thorbecke,,,,4.0,1.33%,Rotterdam II,1848-11-30,algemeen,339,300,300,300,0,1.0,150,284.0,6,0,0,0,-0.6725352112676056,1,-1629 days +00:00:00,6992 days,11,11,11,,,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6487,jhr.mr. W.T. Gevers Deynoot,jhr.mr. W.T. Gevers Deynoot,W.T.  Gevers Deynoot,,4.0,1.33%,Rotterdam II,1848-11-30,algemeen,339,300,300,300,0,1.0,150,284.0,7,0,0,0,-0.6725352112676056,1,14 days 00:00:00,9686 days,3,3,3,,,0,5,0,5,W.Th.  Gevers Deynoot,00455,W.Th.  Gevers Deynoot,323201.59680929244,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
6488,M.A.F. Hoffman,,,,4.0,1.33%,Rotterdam II,1848-11-30,algemeen,339,300,300,300,0,1.0,150,284.0,8,0,0,0,-0.6725352112676056,1,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
6489,D. de Klerk,D. de Klerk,D. de Klerk,Lib,1135.0,41.00%,Rotterdam II,1897-06-15,algemeen,3394,-,2786,2768,18,1.0,1384,2768.0,1,1,1,0,0.19978323699421965,0,0 days 00:00:00,7486 days,2,2,2,1,1,0,4,0,4,D. de Klerk,00704,D. de Klerk,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6490,jhr.mr. T.A.J. van Asch van Wijck,jhr.mr. T.A.J. van Asch van Wijck,T.A.J. van Asch van Wijck,AR(VA),582.0,21.03%,Rotterdam II,1897-06-15,algemeen,3394,-,2786,2768,18,1.0,1384,2768.0,2,0,0,1,-0.19978323699421965,0,-3388 days +00:00:00,7304 days,4,11,11,,,0,8,6,2,T.A.J. van Asch van Wijck,00042,T.A.J. van Asch van Wijck,-91953.41799860196,1.0,,,,,,,,
6491,dr. J.T. de Visser,dr. J.T. de Visser,J.T. de Visser,CHK,543.0,19.62%,Rotterdam II,1897-06-15,algemeen,3394,-,2786,2768,18,1.0,1384,2768.0,3,0,0,0,-0.2138728323699422,0,1463 days 00:00:00,7304 days,7,7,7,,,0,7,0,7,J.Th. de Visser,01446,J.Th. de Visser,27430.294300578036,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
6492,dr. H.J.A.M. Schaepman,dr. H.J.A.M. Schaepman,H.J.A.M.  Schaepman,Ka,425.0,15.35%,Rotterdam II,1897-06-15,algemeen,3394,-,2786,2768,18,1.0,1384,2768.0,4,0,0,0,-0.2565028901734104,0,992 days 00:00:00,7647 days,9,39,35,,,1,10,9,0,H.J.A.M.  Schaepman,01180,H.J.A.M.  Schaepman,,,,,,,,,,
6493,J.G. van Kuykhof,,,,83.0,3.00%,Rotterdam II,1897-06-15,algemeen,3394,-,2786,2768,18,1.0,1384,2768.0,5,0,0,0,-0.3800578034682081,0,1459 days 00:00:00,4378 days,4,4,4,,,0,0,0,0,,,,480.489190703455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6494,D. de Klerk,D. de Klerk,D. de Klerk,Lib(CHK),1649.0,73.52%,Rotterdam II,1897-06-25,herstemming,3394,-,2283,2243,40,1.0,1122,2843.0,1,1,1,0,0.1600422089342244,1,0 days 00:00:00,7486 days,1,3,2,2,1,1,4,0,3,D. de Klerk,00704,D. de Klerk,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6495,jhr.mr. T.A.J. van Asch van Wijck,jhr.mr. T.A.J. van Asch van Wijck,T.A.J. van Asch van Wijck,AR(Ka),1194.0,53.23%,Rotterdam II,1897-06-25,herstemming,3394,-,2283,2243,40,1.0,1122,2843.0,2,0,0,1,-0.1600422089342244,1,-3388 days +00:00:00,7304 days,4,15,11,,,1,8,6,1,T.A.J. van Asch van Wijck,00042,T.A.J. van Asch van Wijck,-91953.41799860196,1.0,,,,,,,,
6496,D. de Klerk,D. de Klerk,D. de Klerk,Lib(VL),1637.0,43.54%,Rotterdam II,1901-06-14,algemeen,5148,-,3797,3760,37,1.0,1880,3760.0,1,1,1,0,0.023670212765957446,0,0 days 00:00:00,7486 days,5,8,7,3,2,0,4,1,3,D. de Klerk,00704,D. de Klerk,,0.0,0.0,0.0,,,,,,
6497,mr. A. de Jong,mr. A. de Jong,A. de Jong,,1548.0,41.17%,Rotterdam II,1901-06-14,algemeen,5148,-,3797,3760,37,1.0,1880,3760.0,2,0,0,1,-0.023670212765957446,0,2919 days 00:00:00,4394 days,1,1,1,,,0,1,0,1,A. de Jong,00647,A. de Jong,,0.0,0.0,,,,,,,
6498,mr. A. de Jong,mr. A. de Jong,A. de Jong,,1548.0,41.17%,Rotterdam II,1901-06-14,algemeen,5148,-,3797,3760,37,1.0,1880,3760.0,2,0,0,1,-0.023670212765957446,0,2919 days 00:00:00,4394 days,1,1,1,,,0,1,0,1,A. de Jong,00648,A. de Jong,,0.0,0.0,,,,,,,
6499,mr. H. Verkouteren,,,CHK,296.0,7.87%,Rotterdam II,1901-06-14,algemeen,5148,-,3797,3760,37,1.0,1880,3760.0,3,0,0,0,-0.35664893617021276,0,0 days 00:00:00,5887 days,3,9,9,,,0,0,0,0,,,,,0.0,0.0,,,,,,,
6500,J.G. van Kuykhof,,,SDAP,279.0,7.42%,Rotterdam II,1901-06-14,algemeen,5148,-,3797,3760,37,1.0,1880,3760.0,4,0,0,0,-0.36117021276595745,0,1459 days 00:00:00,4378 days,2,6,6,,,0,0,0,0,,,,480.489190703455,0.0,0.0,0.0,0.0,0.0,,,,
6501,D. de Klerk,D. de Klerk,D. de Klerk,Lib(VL/VD),2298.0,53.96%,Rotterdam II,1901-06-27,herstemming,5148,-,4282,4259,23,1.0,2130,4259.0,1,1,1,0,0.07912655552946701,1,0 days 00:00:00,7486 days,1,9,7,4,2,1,4,1,2,D. de Klerk,00704,D. de Klerk,,0.0,0.0,0.0,,,,,,
6502,mr. A. de Jong,mr. A. de Jong,A. de Jong,,1961.0,46.04%,Rotterdam II,1901-06-27,herstemming,5148,-,4282,4259,23,1.0,2130,4259.0,2,0,0,1,-0.07912655552946701,1,2919 days 00:00:00,4394 days,1,2,1,,,0,1,0,1,A. de Jong,00647,A. de Jong,,0.0,0.0,,,,,,,
6503,mr. A. de Jong,mr. A. de Jong,A. de Jong,,1961.0,46.04%,Rotterdam II,1901-06-27,herstemming,5148,-,4282,4259,23,1.0,2130,4259.0,2,0,0,1,-0.07912655552946701,1,2919 days 00:00:00,4394 days,1,2,1,,,0,1,0,1,A. de Jong,00648,A. de Jong,,0.0,0.0,,,,,,,
6504,dr. J.T. de Visser,dr. J.T. de Visser,J.T. de Visser,CHP(Ka/AR),3151.0,46.12%,Rotterdam II,1905-06-16,algemeen,7751,-,6888,6832,56,1.0,3416,6832.0,1,1,1,0,0.003951990632318501,0,1463 days 00:00:00,7304 days,3,16,13,4,2,0,7,2,5,J.Th. de Visser,01446,J.Th. de Visser,27430.294300578036,2.0,1.0,2.0,0.0,,,,,
6505,D. de Klerk,D. de Klerk,D. de Klerk,Lib,3124.0,45.73%,Rotterdam II,1905-06-16,algemeen,7751,-,6888,6832,56,1.0,3416,6832.0,2,0,0,1,-0.003951990632318501,0,0 days 00:00:00,7486 days,1,10,8,,,0,4,2,2,D. de Klerk,00704,D. de Klerk,,0.0,0.0,,,,,,,
6506,P.J. Helsdingen,,,SDAP,557.0,8.15%,Rotterdam II,1905-06-16,algemeen,7751,-,6888,6832,56,1.0,3416,6832.0,3,0,0,0,-0.3796838407494145,0,,0 days,1,1,1,,,0,0,0,0,,,,,,,,,,,,,
6507,D. de Klerk,D. de Klerk,D. de Klerk,Lib(VL/VD),3829.0,53.50%,Rotterdam II,1905-06-28,herstemming,7751,-,7191,7157,34,1.0,3579,7157.0,1,1,1,0,0.07000139723347772,1,0 days 00:00:00,7486 days,1,11,8,5,2,1,4,2,1,D. de Klerk,00704,D. de Klerk,,0.0,0.0,,,,,,,
6508,dr. J.T. de Visser,dr. J.T. de Visser,J.T. de Visser,CHP(Ka/AR),3328.0,46.50%,Rotterdam II,1905-06-28,herstemming,7751,-,7191,7157,34,1.0,3579,7157.0,2,0,0,1,-0.07000139723347772,1,1463 days 00:00:00,7304 days,3,19,13,,,0,7,2,5,J.Th. de Visser,01446,J.Th. de Visser,27430.294300578036,2.0,1.0,2.0,0.0,,,,,
6509,dr. W.B. van Staveren,,,AR(Ka/CHU),4029.0,47.77%,Rotterdam II,1909-06-11,algemeen,10761,-,8510,8434,76,1.0,4217,8434.0,1,1,1,0,0.09829262508892578,0,1467 days 00:00:00,5853 days,1,3,2,1,1,0,0,0,0,,,,,0.0,,,,,,,,
6510,D. de Klerk,D. de Klerk,D. de Klerk,Lib(VL),3200.0,37.94%,Rotterdam II,1909-06-11,algemeen,10761,-,8510,8434,76,1.0,4217,8434.0,2,0,0,1,-0.09829262508892578,0,0 days 00:00:00,7486 days,1,12,9,,,0,4,3,1,D. de Klerk,00704,D. de Klerk,,0.0,,,,,,,,
6511,mr. P.J. Troelstra,mr. P.J. Troelstra,P.J.  Troelstra,SDAP,1205.0,14.29%,Rotterdam II,1909-06-11,algemeen,10761,-,8510,8434,76,1.0,4217,8434.0,3,0,0,0,-0.3348351908940005,0,927 days 00:00:00,8466 days,5,33,26,,,0,9,5,4,P.J.  Troelstra,01376,P.J.  Troelstra,5676.088164660174,1.0,1.0,1.0,1.0,1.0,,,,
6512,D. de Klerk,D. de Klerk,D. de Klerk,Lib(VL/VD/SDAP),4508.0,50.39%,Rotterdam II,1909-06-23,herstemming,10761,-,9026,8946,80,1.0,4473,8946.0,1,1,1,0,0.00782472613458529,1,0 days 00:00:00,7486 days,1,13,9,6,2,1,4,3,0,D. de Klerk,00704,D. de Klerk,,0.0,,,,,,,,
6513,dr. W.B. van Staveren,,,AR(Ka/CHU),4438.0,49.61%,Rotterdam II,1909-06-23,herstemming,10761,-,9026,8946,80,1.0,4473,8946.0,2,0,0,1,-0.00782472613458529,1,1467 days 00:00:00,5853 days,1,4,2,,,0,0,0,0,,,,,0.0,,,,,,,,
