,Naam,Aanbevolen door,Aantal stemmen,Procentueel,District,Verkiezingdatum,Type,Omvang electoraat,Opkomst,Aantal stembriefjes,Aantal stemmen geldig,Aantal stemmen blanco,Aantal zetels,Kiesdrempel
6414,jhr. C. RoÃ«ll,CHK,838,19.08%,Amersfoort,14/06/1901,algemeen,7046,-,4553,4393,160,1,2197
6415,J. Oudegeest,SDAP,431,9.81%,Amersfoort,14/06/1901,algemeen,7046,-,4553,4393,160,1,2197
6416,dr. A.J.A. Thomas,Lib(VL),412,9.38%,Amersfoort,14/06/1901,algemeen,7046,-,4553,4393,160,1,2197
6417,W. Wijck,Lib(VL),80,1.82%,Amersfoort,14/06/1901,algemeen,7046,-,4553,4393,160,1,2197
6418,F.J.A.M. Wierdels,Ka,1944,36.05%,Breukelen,14/06/1901,algemeen,6710,-,5552,5392,160,1,2696
6419,J.H. de Waal Malefijt,AR(VA),1765,32.73%,Breukelen,14/06/1901,algemeen,6710,-,5552,5392,160,1,2696
6420,mr. H.J. Doude van Troostwijk,CHK,903,16.75%,Breukelen,14/06/1901,algemeen,6710,-,5552,5392,160,1,2696
6421,dr. W.P. Ruijsch,Lib(VL),780,14.47%,Breukelen,14/06/1901,algemeen,6710,-,5552,5392,160,1,2696
6422,J.H. de Waal Malefijt,AR(VA),3111,56.89%,Breukelen,27/06/1901,herstemming,6710,-,5541,5468,73,1,2734
6423,F.J.A.M. Wierdels,Ka,2357,43.11%,Breukelen,27/06/1901,herstemming,6710,-,5541,5468,73,1,2734
6424,jhr.mr. A.P.C. van Karnebeek,VL(Lib),1852,37.09%,Utrecht I,14/06/1901,algemeen,6426,-,5121,4993,128,1,2497
6425,A.W.F. Idenburg,AR(Ka),1534,30.72%,Utrecht I,14/06/1901,algemeen,6426,-,5121,4993,128,1,2497
6426,mr. P.J. Troelstra,SDAP,935,18.73%,Utrecht I,14/06/1901,algemeen,6426,-,5121,4993,128,1,2497
6427,mr. E.A. Smidt,VD,672,13.46%,Utrecht I,14/06/1901,algemeen,6426,-,5121,4993,128,1,2497
6428,jhr.mr. A.P.C. van Karnebeek,VL(Lib/VD),2710,56.48%,Utrecht I,27/06/1901,herstemming,6426,-,4839,4798,41,1,2399
6429,A.W.F. Idenburg,AR(Ka/VA),2088,43.52%,Utrecht I,27/06/1901,herstemming,6426,-,4839,4798,41,1,2399
6430,mr. D.A.P.N. Koolen,Ka(AR),1390,39.66%,Utrecht II,14/06/1901,algemeen,4527,-,3617,3505,114,1,1753
6431,jhr.mr. J. RoÃ«ll,VL(Lib),1059,30.21%,Utrecht II,14/06/1901,algemeen,4527,-,3617,3505,114,1,1753
6432,J. Oudegeest,SDAP,903,25.76%,Utrecht II,14/06/1901,algemeen,4527,-,3617,3505,114,1,1753
6433,mr. E.A. Smidt,VD,151,4.31%,Utrecht II,14/06/1901,algemeen,4527,-,3617,3505,114,1,1753
6434,jhr.mr. J. RoÃ«ll,VL(Lib/VD),1932,54.92%,Utrecht II,27/06/1901,herstemming,4527,-,3549,3518,31,1,1759
6435,mr. D.A.P.N. Koolen,Ka(AR/VA),1586,45.08%,Utrecht II,27/06/1901,herstemming,4527,-,3549,3518,31,1,1759
6436,jhr.mr. H.M.J. van Asch van Wijck,AR(Ka),3091,69.09%,Wijk bij Duurstede,14/06/1901,algemeen,6509,-,4634,4474,160,1,2237
6437,jhr.mr. J.G. ridder van Rappard,Lib(VL),1015,22.69%,Wijk bij Duurstede,14/06/1901,algemeen,6509,-,4634,4474,160,1,2237
6438,J. Oudegeest,SDAP,368,8.23%,Wijk bij Duurstede,14/06/1901,algemeen,6509,-,4634,4474,160,1,2237
6439,mr. R. van Veen,VA(Ka/AR),2836,57.72%,Dokkum,14/06/1901,algemeen,5872,-,4963,4913,50,1,2457
6440,mr. E. Schaafsma,Lib(VL),1420,28.90%,Dokkum,14/06/1901,algemeen,5872,-,4963,4913,50,1,2457
6441,G.W. Melchers,SDAP,657,13.37%,Dokkum,14/06/1901,algemeen,5872,-,4963,4913,50,1,2457
6442,J.P. Vergouwen,AR,2153,40.26%,Franeker,14/06/1901,algemeen,6226,-,5377,5348,29,1,2674
6443,F. Lieftinck,Lib(VL),1668,31.19%,Franeker,14/06/1901,algemeen,6226,-,5377,5348,29,1,2674
6444,mr. P.J. Troelstra,SDAP,1527,28.55%,Franeker,14/06/1901,algemeen,6226,-,5377,5348,29,1,2674
6445,F. Lieftinck,Lib(VL/VD/SDAP),3007,56.32%,Franeker,27/06/1901,herstemming,6226,-,5359,5339,20,1,2670
6446,J.P. Vergouwen,AR(Ka/VA),2332,43.68%,Franeker,27/06/1901,herstemming,6226,-,5359,5339,20,1,2670
6447,mr. J. Schokking,FCH(AR/Ka),2978,56.10%,Harlingen,14/06/1901,algemeen,6034,-,5353,5308,45,1,2654
6448,A. Bouman,Lib(VL),2332,43.93%,Harlingen,14/06/1901,algemeen,6034,-,5353,5308,45,1,2654
6449,G.W. Melchers,SDAP,1705,36.10%,Leeuwarden,14/06/1901,algemeen,6065,-,4766,4723,43,1,2362
6450,H. Pyttersen,Lib(VL),1439,30.47%,Leeuwarden,14/06/1901,algemeen,6065,-,4766,4723,43,1,2362
6451,mr. T. de Vries,AR(Ka),1121,23.73%,Leeuwarden,14/06/1901,algemeen,6065,-,4766,4723,43,1,2362
6452,mr. Z. van den Bergh,VD,458,9.70%,Leeuwarden,14/06/1901,algemeen,6065,-,4766,4723,43,1,2362
6453,G.W. Melchers,SDAP(VD),2371,52.47%,Leeuwarden,27/06/1901,herstemming,6065,-,4550,4519,31,1,2260
6454,H. Pyttersen,Lib(VL/Ka/VA),2148,47.53%,Leeuwarden,27/06/1901,herstemming,6065,-,4550,4519,31,1,2260
6455,G.L. van der Zwaag,SDAP,1704,46.68%,Schoterland,14/06/1901,algemeen,5184,-,3725,3650,75,1,1825
6456,mr. J. Schokking,FCH(AR/Ka),1012,27.73%,Schoterland,14/06/1901,algemeen,5184,-,3725,3650,75,1,1825
6457,J.P. Engelman,Lib(VL),934,25.59%,Schoterland,14/06/1901,algemeen,5184,-,3725,3650,75,1,1825
6458,G.L. van der Zwaag,SDAP(VD),2168,59.94%,Schoterland,27/06/1901,herstemming,5184,-,3650,3617,33,1,1809
6459,mr. J. Schokking,FCH(AR/Ka/VA),1449,40.06%,Schoterland,27/06/1901,herstemming,5184,-,3650,3617,33,1,1809
6460,mr. H. Okma,AR(Ka),3076,62.74%,Sneek,14/06/1901,algemeen,6035,-,4932,4903,29,1,2452
6461,H.P.N. Halbertsma,Lib(VL),1579,32.20%,Sneek,14/06/1901,algemeen,6035,-,4932,4903,29,1,2452
6462,O. Schriecke,FCH,248,5.06%,Sneek,14/06/1901,algemeen,6035,-,4932,4903,29,1,2452
6463,A.S. Talma,AR(Ka),3025,55.55%,Tietjerksteradeel,14/06/1901,algemeen,6234,-,5490,5446,44,1,2723
6464,mr. P.J. Troelstra,SDAP,1247,22.90%,Tietjerksteradeel,14/06/1901,algemeen,6234,-,5490,5446,44,1,2723
6465,mr. H.P. de Kanter,Lib(VL),1174,21.56%,Tietjerksteradeel,14/06/1901,algemeen,6234,-,5490,5446,44,1,2723
6466,G.L. van der Zwaag,SDAP,1222,37.30%,Weststellingwerf,14/06/1901,algemeen,5228,-,3331,3276,55,1,1638
6467,A.S. Talma,AR(Ka),1169,35.68%,Weststellingwerf,14/06/1901,algemeen,5228,-,3331,3276,55,1,1638
6468,dr. H. Blink,Lib(VL),885,27.01%,Weststellingwerf,14/06/1901,algemeen,5228,-,3331,3276,55,1,1638
6469,G.L. van der Zwaag,SDAP(VD),1984,56.22%,Weststellingwerf,27/06/1901,herstemming,5228,-,3567,3529,38,1,1765
6470,A.S. Talma,AR(Ka/VA),1545,43.78%,Weststellingwerf,27/06/1901,herstemming,5228,-,3567,3529,38,1,1765
6471,dr. H.J.A.M. Schaepman,Ka,-,enige kandidaat,Almelo,14/06/1901,algemeen/enkelvoudig,7335,-,-,-,-,-,-
6472,mr. H.P. Marchant,VD(Ka),2892,76.03%,Deventer,14/06/1901,algemeen,6527,-,3860,3804,56,1,1902
6473,P.W. van der Sleyden,VL(Lib),912,23.97%,Deventer,14/06/1901,algemeen,6527,-,3860,3804,56,1,1902
6474,mr. P.J.M. Aalberse,Ka(AR),4256,43.22%,Enschede,14/06/1901,algemeen,10639,-,9926,9848,78,1,4924
6475,H.H. van Kol,SDAP,3321,33.72%,Enschede,14/06/1901,algemeen,10639,-,9926,9848,78,1,4924
6476,dr. E.B. Kielstra,VL(Lib),2271,23.06%,Enschede,14/06/1901,algemeen,10639,-,9926,9848,78,1,4924
6477,H.H. van Kol,SDAP(VD),5165,52.93%,Enschede,27/06/1901,herstemming,10639,-,9887,9758,129,1,4879
6478,mr. P.J.M. Aalberse,Ka(AR/VA),4593,47.07%,Enschede,27/06/1901,herstemming,10639,-,9887,9758,129,1,4879
6479,mr. Ã. baron van Mackay 2,,2404,58.98%,Kampen,14/06/1901,algemeen,5637,-,4109,4076,33,1,2038
6480,mr. F.O. van der Dussen,Lib(VL),1672,41.02%,Kampen,14/06/1901,algemeen,5637,-,4109,4076,33,1,2038
6481,J. van Alphen,AR(Ka/VA),2672,65.25%,Ommen,14/06/1901,algemeen,5997,-,4175,4095,80,1,2048
6482,T.M. Wentholt,Lib(VL),1432,34.97%,Ommen,14/06/1901,algemeen,5997,-,4175,4095,80,1,2048
6483,L.F. Duymaer van Twist,AR(Ka),2545,58.39%,Steenwijk,14/06/1901,algemeen,5701,-,4457,4359,98,1,2180
6484,J. Meesters 2,,1544,35.42%,Steenwijk,14/06/1901,algemeen,5701,-,4457,4359,98,1,2180
6485,W.P. Zeilmaker,VD,270,6.19%,Steenwijk,14/06/1901,algemeen,5701,-,4457,4359,98,1,2180
6486,A. baron van Dedem,VA(Ka/AR),2343,54.95%,Zwolle,14/06/1901,algemeen,5795,-,4487,4264,223,1,2132
6487,J. Hoven,VD,1206,28.28%,Zwolle,14/06/1901,algemeen,5795,-,4487,4264,223,1,2132
6488,dr. M.W. Pijnappel,VL(Lib),435,10.20%,Zwolle,14/06/1901,algemeen,5795,-,4487,4264,223,1,2132
6489,mr. M. Mendels,SDAP,280,6.57%,Zwolle,14/06/1901,algemeen,5795,-,4487,4264,223,1,2132
6490,J. van der Molen Tz.,AR(Ka),1910,35.82%,Appingedam,14/06/1901,algemeen,6729,-,5392,5332,60,1,2666
6491,J.H.A. Schaper,SDAP,1859,34.87%,Appingedam,14/06/1901,algemeen,6729,-,5392,5332,60,1,2666
6492,J. Schepel,Lib(VL),1563,29.31%,Appingedam,14/06/1901,algemeen,6729,-,5392,5332,60,1,2666
6493,J.H.A. Schaper,SDAP(VD),3108,57.41%,Appingedam,27/06/1901,herstemming,6729,-,5453,5414,39,1,2707
6494,J. van der Molen Tz.,AR(Ka/VA),2306,42.59%,Appingedam,27/06/1901,herstemming,6729,-,5453,5414,39,1,2707
6495,mr. H.L. Drucker,VD(Lib/Ka),2481,47.86%,Groningen,14/06/1901,algemeen,6424,-,5241,5184,57,1,2592
6496,mr. S. van Houten,VL,1428,27.55%,Groningen,14/06/1901,algemeen,6424,-,5241,5184,57,1,2592
6497,W.P.G. Helsdingen,SDAP,704,13.58%,Groningen,14/06/1901,algemeen,6424,-,5241,5184,57,1,2592
6498,mr. N. de Ridder,AR,571,11.01%,Groningen,14/06/1901,algemeen,6424,-,5241,5184,57,1,2592
6499,mr. H.L. Drucker,VD(SDAP),3176,64.63%,Groningen,27/06/1901,herstemming,6424,-,4944,4914,30,1,2457
6500,mr. S. van Houten,VL,1738,35.37%,Groningen,27/06/1901,herstemming,6424,-,4944,4914,30,1,2457
6501,K. ter Laan,SDAP,1486,41.23%,Hoogezand,14/06/1901,algemeen,5410,-,3698,3604,94,1,1802
6502,J.W. Rudolph,AR,1102,30.58%,Hoogezand,14/06/1901,algemeen,5410,-,3698,3604,94,1,1802
6503,mr. J.D. Veegens,Lib(VL),1016,28.19%,Hoogezand,14/06/1901,algemeen,5410,-,3698,3604,94,1,1802
6504,K. ter Laan,SDAP(VD),2333,60.61%,Hoogezand,27/06/1901,herstemming,5410,-,3882,3849,33,1,1925
6505,J.W. Rudolph,AR(Ka/VA),1516,39.39%,Hoogezand,27/06/1901,herstemming,5410,-,3882,3849,33,1,1925
6506,J.H.A. Schaper,SDAP,1927,48.97%,Veendam,14/06/1901,algemeen,5966,-,4020,3935,85,1,1968
6507,dr. D. Bos,VD(Lib),1250,31.77%,Veendam,14/06/1901,algemeen,5966,-,4020,3935,85,1,1968
6508,J. van der Molen Tz.,AR(Ka),758,19.26%,Veendam,14/06/1901,algemeen,5966,-,4020,3935,85,1,1968
6509,J.H.A. Schaper,SDAP,2110,53.26%,Veendam,27/06/1901,herstemming,5966,-,4005,3962,43,1,1981
6510,dr. D. Bos,VD(VL/Lib/Ka/VA),1852,46.74%,Veendam,27/06/1901,herstemming,5966,-,4005,3962,43,1,1981
6511,dr. D. Bos,VD(Lib),1314,33.84%,Winschoten,14/06/1901,algemeen,6004,-,3950,3883,67,1,1942
6512,H.H. van Kol,SDAP,1254,32.29%,Winschoten,14/06/1901,algemeen,6004,-,3950,3883,67,1,1942
6513,J.C. Wirtz,AR(Ka),697,17.95%,Winschoten,14/06/1901,algemeen,6004,-,3950,3883,67,1,1942
6514,B.L. Tijdens,Lib,335,8.63%,Winschoten,14/06/1901,algemeen,6004,-,3950,3883,67,1,1942
6515,E. Brader Bz.,,283,7.29%,Winschoten,14/06/1901,algemeen,6004,-,3950,3883,67,1,1942
6516,dr. D. Bos,VD(VL/Lib/Ka/VA),2495,54.25%,Winschoten,27/06/1901,herstemming,6004,-,4637,4599,38,1,2300
6517,H.H. van Kol,SDAP,2104,45.75%,Winschoten,27/06/1901,herstemming,6004,-,4637,4599,38,1,2300
6518,J.C. Wirtz,AR(Ka),2157,45.32%,Zuidhorn,14/06/1901,algemeen,6421,-,4841,4760,81,1,2380
6519,G. Zijlma,Lib(VL),1880,39.50%,Zuidhorn,14/06/1901,algemeen,6421,-,4841,4760,81,1,2380
6520,mr. P.J. Troelstra,SDAP,723,15.19%,Zuidhorn,14/06/1901,algemeen,6421,-,4841,4760,81,1,2380
6521,G. Zijlma,Lib(VL/VD/SDAP),2811,53.91%,Zuidhorn,27/06/1901,herstemming,6421,-,5277,5214,63,1,2607
6522,J.C. Wirtz,AR(Ka/VA),2403,46.09%,Zuidhorn,27/06/1901,herstemming,6421,-,5277,5214,63,1,2607
6523,mr. J.J. Willinge,Lib(VL),1468,75.32%,Assen,14/06/1901,algemeen,6182,-,1987,1949,38,1,975
6524,P. van Vliet,AR(Ka/VA),481,24.68%,Assen,14/06/1901,algemeen,6182,-,1987,1949,38,1,975
6525,dr. P.H. Roessingh,Lib(VL),1854,82.80%,Emmen,14/06/1901,algemeen,5421,-,2268,2239,29,1,1120
6526,mr. Th. Heemskerk,AR(Ka),385,17.20%,Emmen,14/06/1901,algemeen,5421,-,2268,2239,29,1,1120
6527,mr. H. Smeenge,Lib(VL),2407,55.74%,Meppel,14/06/1901,algemeen,5417,-,4424,4318,106,1,2159
6528,mr. H. Verkouteren,CHK(AR),1785,41.34%,Meppel,14/06/1901,algemeen,5417,-,4424,4318,106,1,2159
6529,F. Pomp,SDAP,126,2.92%,Meppel,14/06/1901,algemeen,5417,-,4424,4318,106,1,2159
6530,J.M.M.H. Merkelbach,Ka,1695,82.48%,Gulpen,14/06/1901,algemeen,6029,-,2106,2055,51,1,1028
6531,jhr. L.H.L.J. van der Maesen de Sombreff,Ka,360,17.52%,Gulpen,14/06/1901,algemeen,6029,-,2106,2055,51,1,1028
6532,M. de Ras,Ka,2522,75.51%,Maastricht,14/06/1901,algemeen,4995,-,3421,3340,81,1,1670
6533,S.P. Baart,SDAP,818,24.49%,Maastricht,14/06/1901,algemeen,4995,-,3421,3340,81,1,1670
6534,mr. F.J. Bolsius,Ka,-,enige kandidaat,Roermond,14/06/1901,algemeen/enkelvoudig,5740,-,-,-,-,-,-
6535,J. Arnoldts,Ka,2052,51.12%,Sittard,14/06/1901,algemeen,6704,-,4144,4014,130,1,2007
6536,mr. C.C.M.H. baron van Bieberstein Rogalla Zawadsky,Ka,1962,48.88%,Sittard,14/06/1901,algemeen,6704,-,4144,4014,130,1,2007
6537,dr. W.H. Nolens,Ka,-,enige kandidaat,Venlo,14/06/1901,algemeen/enkelvoudig,6044,-,-,-,-,-,-
6538,jhr.mr. V.E.L. de Stuers,Ka,2270,68.75%,Weert,14/06/1901,algemeen,6104,-,3381,3302,79,1,1651
6539,B.J. Hulshof,Ka,1032,31.25%,Weert,14/06/1901,algemeen,6104,-,3381,3302,79,1,1651
6540,W. Friesen,Ka,-,enige kandidaat,Grave,20/08/1901,tussentijds/enkelvoudig,6108,-,-,-,-,-,-
6541,jhr.mr. A.F.O. van Sasse van Ysselt,Ka(AR),1493,84.88%,Den Bosch,20/08/1901,tussentijds,4732,-,1782,1759,23,1,880
6542,mr. J.A.A. Bosch,Lib,266,15.12%,Den Bosch,20/08/1901,tussentijds,4732,-,1782,1759,23,1,880
6543,A.L.J. van Waesberghe,,2098,48.03%,Tilburg,03/12/1901,tussentijds,5592,-,4444,4368,76,1,2184
6544,A.H.A. Arts,,1865,42.70%,Tilburg,03/12/1901,tussentijds,5592,-,4444,4368,76,1,2184
6545,mr. A.L.N. baron van Sloet tot Everlo,,298,6.82%,Tilburg,03/12/1901,tussentijds,5592,-,4444,4368,76,1,2184
6546,J.A. Bergmeyer,,107,2.45%,Tilburg,03/12/1901,tussentijds,5592,-,4444,4368,76,1,2184
6547,A.H.A. Arts,,2476,50.79%,Tilburg,12/12/1901,herstemming,5592,-,4914,4875,39,1,2438
6548,A.L.J. van Waesberghe,,2399,49.21%,Tilburg,12/12/1901,herstemming,5592,-,4914,4875,39,1,2438
6549,S.M. van Wijck,Ka(AR),3236,73.50%,Elst,20/08/1901,tussentijds,6819,-,4460,4403,57,1,2202
6550,mr. W. baron van Voorst tot Voorst,Ka,1167,26.50%,Elst,20/08/1901,tussentijds,6819,-,4460,4403,57,1,2202
6551,mr. H.F. Hesselink van Suchtelen,Lib,1771,49.99%,Lochem,13/08/1901,tussentijds,7553,-,3605,3543,62,1,1772
6552,W.P.G. Helsdingen,SDAP,1650,46.57%,Lochem,13/08/1901,tussentijds,7553,-,3605,3543,62,1,1772
6553,J.P. Vemer,Ka,122,3.44%,Lochem,13/08/1901,tussentijds,7553,-,3605,3543,62,1,1772
6554,W.P.G. Helsdingen,SDAP,2518,50.23%,Lochem,20/08/1901,herstemming,7553,-,5078,5013,65,1,2507
6555,mr. H.F. Hesselink van Suchtelen,Lib,2495,49.77%,Lochem,20/08/1901,herstemming,7553,-,5078,5013,65,1,2507
6556,A.W.F. Idenburg,AR,2558,54.25%,Gouda,30/07/1901,tussentijds,6072,-,4747,4715,32,1,2358
6557,mr. H.P. de Kanter,Lib,2048,43.44%,Gouda,30/07/1901,tussentijds,6072,-,4747,4715,32,1,2358
6558,A.M. Hoogendijk Ez.,,109,2.31%,Gouda,30/07/1901,tussentijds,6072,-,4747,4715,32,1,2358
6559,A.D.P.V. van LÃ¶ben Sels,AR,2166,65.40%,Sliedrecht,20/08/1901,tussentijds,5919,-,3358,3312,46,1,1656
6560,B.H. Heldt,VD,1146,34.60%,Sliedrecht,20/08/1901,tussentijds,5919,-,3358,3312,46,1,1656
6561,J.T. Cremer,Lib(AR),930,53.63%,Amsterdam IV,30/07/1901,tussentijds,3634,-,1760,1734,26,1,867
6562,B.H. Heldt,VD,525,30.28%,Amsterdam IV,30/07/1901,tussentijds,3634,-,1760,1734,26,1,867
6563,mr. M. Mendels,SDAP,279,16.09%,Amsterdam IV,30/07/1901,tussentijds,3634,-,1760,1734,26,1,867
6564,jhr.mr. H.W. van Asch van Wijck,AR,2410,53.57%,Amersfoort,20/08/1901,tussentijds,7046,-,4549,4499,50,1,2250
6565,mr. W.H. de Beaufort,VL(Lib),2089,46.43%,Amersfoort,20/08/1901,tussentijds,7046,-,4549,4499,50,1,2250
6566,mr. N. de Ridder,,2414,71.70%,Wijk bij Duurstede,03/10/1901,tussentijds,6509,-,3427,3367,60,1,1684
6567,jhr.mr. J.G. ridder van Rappard,,953,28.30%,Wijk bij Duurstede,03/10/1901,tussentijds,6509,-,3427,3367,60,1,1684
6568,mr. J. Schokking,FCH(AR),2973,58.63%,Harlingen,10/10/1901,tussentijds,6034,-,5118,5071,47,1,2536
6569,mr. H.P. de Kanter,Lib,1245,24.55%,Harlingen,10/10/1901,tussentijds,6034,-,5118,5071,47,1,2536
6570,W.P. Zeilmaker,VD,853,16.82%,Harlingen,10/10/1901,tussentijds,6034,-,5118,5071,47,1,2536
6571,F.W.N. Hugenholtz,SDAP,1431,44.37%,Weststellingwerf,06/08/1901,tussentijds,5228,-,3254,3225,29,1,1613
6572,J. van der Molen Tz.,AR,1064,32.99%,Weststellingwerf,06/08/1901,tussentijds,5228,-,3254,3225,29,1,1613
6573,dr. H. Blink,Lib,716,22.20%,Weststellingwerf,06/08/1901,tussentijds,5228,-,3254,3225,29,1,1613
6574,J. Veenhoven,Lib,14,0.43%,Weststellingwerf,06/08/1901,tussentijds,5228,-,3254,3225,29,1,1613
6575,F.W.N. Hugenholtz,SDAP,1975,54.42%,Weststellingwerf,13/08/1901,herstemming,5228,-,3674,3629,45,1,1815
6576,J. van der Molen Tz.,AR,1654,45.58%,Weststellingwerf,13/08/1901,herstemming,5228,-,3674,3629,45,1,1815
6577,mr. H.L. Drucker,VD,-,enige kandidaat,Groningen,09/08/1901,tussentijds/enkelvoudig,6424,-,-,-,-,-,-
6578,mr. P.J. Troelstra,SDAP,1663,40.88%,Veendam,30/07/1901,tussentijds,5966,-,4124,4068,56,1,2034
6579,mr. E.A. Smidt,VD,1357,33.36%,Veendam,30/07/1901,tussentijds,5966,-,4124,4068,56,1,2034
6580,F.H. Boels,AR,1036,25.47%,Veendam,30/07/1901,tussentijds,5966,-,4124,4068,56,1,2034
6581,H.N. Schuitema,,12,0.30%,Veendam,30/07/1901,tussentijds,5966,-,4124,4068,56,1,2034
6582,mr. E.A. Smidt,VD(AR),2687,53.97%,Veendam,07/08/1901,herstemming,5966,-,5016,4979,37,1,2490
6583,mr. P.J. Troelstra,SDAP,2292,46.03%,Veendam,07/08/1901,herstemming,5966,-,5016,4979,37,1,2490
6584,mr. S. de Vries Cz.,,2431,51.58%,Gouda,22/10/1902,tussentijds,6156,-,4751,4713,38,1,2357
6585,mr. M.M. Schim van der Loeff,,1479,31.38%,Gouda,22/10/1902,tussentijds,6156,-,4751,4713,38,1,2357
6586,dr. H. Gorter,,492,10.44%,Gouda,22/10/1902,tussentijds,6156,-,4751,4713,38,1,2357
6587,C.A. Zelvelder,,311,6.60%,Gouda,22/10/1902,tussentijds,6156,-,4751,4713,38,1,2357
6588,mr. W. Dolk,,1916,50.21%,Den Haag II,11/09/1902,tussentijds,7037,-,3863,3816,47,1,1908
6589,jhr.mr. W.T. Gevers Deynoot 2,,1883,49.34%,Den Haag II,11/09/1902,tussentijds,7037,-,3863,3816,47,1,1908
6590,P.H. van der Kemp,,17,0.45%,Den Haag II,11/09/1902,tussentijds,7037,-,3863,3816,47,1,1908
6591,J. de Lange,,1756,45.91%,Leiden,25/11/1902,tussentijds,4729,-,3917,3825,92,1,1913
6592,mr. W. van der Vlugt,,1472,38.48%,Leiden,25/11/1902,tussentijds,4729,-,3917,3825,92,1,1913
6593,jhr. L. van den Berch van Heemstede,,264,6.90%,Leiden,25/11/1902,tussentijds,4729,-,3917,3825,92,1,1913
6594,K.D. Sijtsma,,183,4.78%,Leiden,25/11/1902,tussentijds,4729,-,3917,3825,92,1,1913
6595,mr. M. Mendels,,150,3.92%,Leiden,25/11/1902,tussentijds,4729,-,3917,3825,92,1,1913
6596,mr. W. van der Vlugt,,2087,50.13%,Leiden,02/12/1902,herstemming,4729,-,4195,4163,32,1,2082
6597,J. de Lange,,2076,49.87%,Leiden,02/12/1902,herstemming,4729,-,4195,4163,32,1,2082
6598,mr. P.J. Troelstra,,2476,49.75%,Amsterdam III,02/12/1902,tussentijds,7735,-,5041,4977,64,1,2489
6599,J.W. Ijzerman,,1165,23.41%,Amsterdam III,02/12/1902,tussentijds,7735,-,5041,4977,64,1,2489
6600,mr. A. Anema,,959,19.27%,Amsterdam III,02/12/1902,tussentijds,7735,-,5041,4977,64,1,2489
6601,H. Groenewegen,,154,3.09%,Amsterdam III,02/12/1902,tussentijds,7735,-,5041,4977,64,1,2489
6602,S. Sinnema,,122,2.45%,Amsterdam III,02/12/1902,tussentijds,7735,-,5041,4977,64,1,2489
6603,B.H. Heldt,,101,2.03%,Amsterdam III,02/12/1902,tussentijds,7735,-,5041,4977,64,1,2489
6604,mr. P.J. Troelstra,,3397,56.69%,Amsterdam III,09/12/1902,herstemming,7735,-,6042,5992,50,1,2996
6605,J.W. Ijzerman,,2595,43.31%,Amsterdam III,09/12/1902,herstemming,7735,-,6042,5992,50,1,2996
6606,mr. P.J. Troelstra,,2050,37.19%,Amsterdam IX,11/09/1902,tussentijds,9137,-,5639,5512,127,1,2756
6607,H. Bijleveld,,1643,29.81%,Amsterdam IX,11/09/1902,tussentijds,9137,-,5639,5512,127,1,2756
6608,C.V. Gerritsen,,1016,18.43%,Amsterdam IX,11/09/1902,tussentijds,9137,-,5639,5512,127,1,2756
6609,mr. N.G. Pierson,,803,14.57%,Amsterdam IX,11/09/1902,tussentijds,9137,-,5639,5512,127,1,2756
6610,H. Bijleveld,,3330,50.75%,Amsterdam IX,18/09/1902,herstemming,9137,-,6726,6561,165,1,3281
6611,mr. P.J. Troelstra,,3231,49.25%,Amsterdam IX,18/09/1902,herstemming,9137,-,6726,6561,165,1,3281
6612,mr. E.E.E. Sassen,,1353,44.85%,Maastricht,08/04/1902,tussentijds,4995,-,3195,3017,178,1,1509
6613,mr. F.I.J. Janssen,,1221,40.47%,Maastricht,08/04/1902,tussentijds,4995,-,3195,3017,178,1,1509
6614,S.H.J. Schaepkens,,279,9.25%,Maastricht,08/04/1902,tussentijds,4995,-,3195,3017,178,1,1509
6615,A. Nierstrasz,,164,5.44%,Maastricht,08/04/1902,tussentijds,4995,-,3195,3017,178,1,1509
6616,mr. F.I.J. Janssen,,2089,53.92%,Maastricht,15/04/1902,herstemming,4995,-,3987,3874,113,1,1937
6617,mr. E.E.E. Sassen,,1785,46.08%,Maastricht,15/04/1902,herstemming,4995,-,3987,3874,113,1,1937
6618,dr. M.A. Brants,,2437,65.35%,Ede,25/02/1903,tussentijds,6024,-,3809,3729,80,1,1865
6619,mr. W.H. de Beaufort,,1292,34.65%,Ede,25/02/1903,tussentijds,6024,-,3809,3729,80,1,1865
6620,mr. G.J. Sybrandy,,2645,40.12%,Alkmaar,31/03/1903,tussentijds,8414,-,6645,6592,53,1,3296
6621,jhr.mr. P. van Foreest,,1706,25.88%,Alkmaar,31/03/1903,tussentijds,8414,-,6645,6592,53,1,3296
6622,C.A. Zelvelder,,1585,24.04%,Alkmaar,31/03/1903,tussentijds,8414,-,6645,6592,53,1,3296
6623,J.G. van Kuykhof,,656,9.95%,Alkmaar,31/03/1903,tussentijds,8414,-,6645,6592,53,1,3296
6624,jhr.mr. P. van Foreest,,3666,55.04%,Alkmaar,07/04/1903,herstemming,8414,-,6721,6661,60,1,3331
6625,mr. G.J. Sybrandy,,2995,44.96%,Alkmaar,07/04/1903,herstemming,8414,-,6721,6661,60,1,3331
6626,mr. C. Lucasse,,3703,75.76%,Middelburg,11/02/1903,tussentijds,8115,-,5106,4888,218,1,2444
6627,J.A. Bergmeyer,,1185,24.24%,Middelburg,11/02/1903,tussentijds,8115,-,5106,4888,218,1,2444
